,index,TeamName,PointsPerGame_x,Score_x,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownConversions,ThirdDownAttempts,ThirdDownPercentage,RedZoneConversions,RedZoneAttempts,RedZonePercentage,Penalties,PenaltyYards,TimeOfPossession_x,TurnoverDifferential,curYear,nextYear,PointsPerGame_y,RushingYards_x,RushingYardsPerAttempt_x,OpponentTacklesForLoss,OpponentTacklesForLossPercentage,TimesSacked_x,TimesSackedPercentage,OpponentQuarterbackHits,OpponentQuarterbackHitsPercentage,PointsPerGame_x,Score_y,PassingCompletions_x,PassingAttempts,CompletionPercentage,PassingYards_x,PassingYardsPerAttempt_x,PassingYardsPerCompletion,PassingTouchdowns_x,PassingInterceptions,FirstDownsByPassing_x,TimesSacked_y,TimesSackedYards,PasserRating,PointsPerGame_y,Score_x,RushingAttempts,RushingYards_y,RushingYardsPerAttempt_y,RushingTouchdowns,FirstDownsByRushing,TimeOfPossession_y,PointsPerGame,Score_y,PassingCompletions_y,PassingYards_y,PassingYardsPerAttempt_y,PassingTouchdowns_y,FirstDownsByPassing_y,OpponentPointsPerGame_x,OpponentScore_x,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownConversions,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneConversions,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentPenalties,OpponentPenaltyYards,OpponentTimeOfPossession_x,OpponentTurnoverDifferential,OpponentPointsPerGame_y,OpponentRushingYards_x,OpponentRushingYardsPerAttempt_x,TacklesForLoss,TacklesForLossPercentage,OpponentTimesSacked_x,OpponentTimesSackedPercentage,QuarterbackHits,QuarterbackHitsPercentage,OpponentPointsPerGame_x,OpponentScore_y,OpponentPassingCompletions_x,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards_x,OpponentPassingYardsPerAttempt_x,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns_x,OpponentPassingInterceptions,OpponentFirstDownsByPassing_x,OpponentTimesSacked_y,OpponentTimesSackedYards,OpponentPasserRating,OpponentPointsPerGame_y,OpponentScore_x,OpponentRushingAttempts,OpponentRushingYards_y,OpponentRushingYardsPerAttempt_y,OpponentRushingTouchdowns,OpponentFirstDownsByRushing,OpponentTimeOfPossession_y,OpponentPointsPerGame,OpponentScore_y,OpponentPassingCompletions_y,OpponentPassingYards_y,OpponentPassingYardsPerAttempt_y,OpponentPassingTouchdowns_y,OpponentFirstDownsByPassing_y
108,12,Vikings,24.4,391,1013,5508,5.4,309,78,214,36.4,25,48,52.1,70,695,28:28,-12,2013,2014,24.4,2081,4.9,75,17.7,44,7.5,79,13.4,24.4,391,325,546,59.5,3427,6.3,10.5,18,19,173,44,undefined,74,24.4,391,423,2081,4.9,23,106,28:28,24.4,391,325,3427,6.3,18,173,30.0,480,1132,6365,5.6,368,102,231,44.2,39,63,61.9,100,1003,33:18,12,30.0,1774,4.0,84,19.0,42,6.1,84,12.2,30.0,480,420,649,64.7,4591,7.1,10.9,37,12,247,42,279,97,30.0,480,441,1774,4.0,14,101,33:18,30.0,480,420,4591,7.1,37,247
109,13,Falcons,22.1,353,1024,5490,5.4,330,89,207,43.0,27,52,51.9,91,788,30:20,-7,2013,2014,22.1,1247,3.9,83,25.9,44,6.3,100,14.2,22.1,353,445,659,67.5,4243,6.4,9.5,26,17,227,44,undefined,88,22.1,353,321,1247,3.9,11,64,30:20,22.1,353,445,4243,6.4,26,227,27.7,443,1003,6070,6.1,326,96,209,45.9,34,57,59.6,104,885,30:51,7,27.7,2173,4.8,59,13.0,32,5.8,56,10.2,27.7,443,341,516,66.1,3897,7.6,11.4,31,10,196,32,231,101,27.7,443,455,2173,4.8,14,102,30:51,27.7,443,341,3897,7.6,31,196
110,14,Colts,24.4,391,1023,5468,5.3,318,80,213,37.6,28,50,56.0,66,576,30:41,13,2013,2014,24.4,1743,4.3,55,13.4,32,5.2,102,16.6,24.4,391,350,582,60.1,3725,6.4,10.6,23,10,191,32,undefined,85,24.4,391,409,1743,4.3,15,88,30:41,24.4,391,350,3725,6.4,23,191,21.0,336,1026,5713,5.6,319,79,210,37.6,24,41,58.5,112,990,30:19,-13,21.0,2002,4.5,60,13.4,42,7.3,81,14.0,21.0,336,324,536,60.4,3711,6.9,11.5,21,15,191,42,248,83,21.0,336,448,2002,4.5,14,101,30:19,21.0,336,324,3711,6.9,21,191
111,15,Cowboys,27.4,439,957,5458,5.7,325,63,180,35.0,35,51,68.6,102,867,29:02,8,2013,2014,27.4,1504,4.5,63,18.8,35,5.6,54,8.7,27.4,439,375,586,64.0,3954,6.7,10.5,33,12,213,35,undefined,94,27.4,439,336,1504,4.5,12,80,29:02,27.4,439,375,3954,6.7,33,213,27.0,432,1094,6645,6.1,388,91,210,43.3,40,62,64.5,112,875,31:58,-8,27.0,2056,4.7,70,16.0,34,5.2,63,9.6,27.0,432,403,623,64.7,4589,7.4,11.4,33,15,231,34,246,94,27.0,432,437,2056,4.7,17,122,31:58,27.0,432,403,4589,7.4,33,231
112,16,Seahawks,26.1,417,973,5424,5.6,307,76,204,37.3,32,57,56.1,128,1183,31:32,20,2013,2014,26.1,2188,4.3,78,15.3,44,9.5,92,19.8,26.1,417,267,420,63.6,3236,7.7,12.1,27,9,160,44,undefined,100,26.1,417,509,2188,4.3,14,116,31:32,26.1,417,267,3236,7.7,27,160,14.4,231,990,4378,4.4,282,76,216,35.2,13,36,36.1,98,879,31:37,-20,14.4,1626,3.9,70,16.6,44,7.7,98,17.3,14.4,231,309,524,59.0,2752,5.3,8.9,16,28,156,44,298,61,14.4,231,422,1626,3.9,4,83,31:37,14.4,231,309,2752,5.3,16,156
113,17,Browns,19.2,308,1078,5423,5.0,301,83,237,35.0,19,36,52.8,104,920,29:41,-8,2013,2014,19.2,1383,4.0,65,18.7,49,6.7,118,16.2,19.2,308,379,681,55.7,4040,5.9,10.7,26,20,200,49,undefined,74,19.2,308,348,1383,4.0,4,77,29:41,19.2,308,379,4040,5.9,26,200,25.4,406,1107,5319,4.8,328,109,244,44.7,32,50,64.0,95,745,31:19,8,25.4,1781,3.9,65,14.1,40,6.2,79,12.2,25.4,406,363,605,60.0,3538,5.8,9.7,29,14,197,40,185,83,25.4,406,462,1781,3.9,13,103,31:19,25.4,406,363,3538,5.8,29,197
114,18,Bills,21.2,339,1116,5410,4.8,301,83,244,34.0,21,44,47.7,110,954,29:43,3,2013,2014,21.2,2307,4.2,92,16.8,48,8.4,101,17.7,21.2,339,299,522,57.3,3103,5.9,10.4,16,15,149,48,undefined,73,21.2,339,546,2307,4.2,15,113,29:43,21.2,339,299,3103,5.9,16,149,24.2,388,1089,5334,4.9,308,91,245,37.1,24,51,47.1,108,931,32:59,-3,24.2,2063,4.4,98,20.8,56,9.1,94,15.2,24.2,388,310,561,55.3,3271,5.8,10.6,28,23,170,56,395,72,24.2,388,472,2063,4.4,10,98,32:59,24.2,388,310,3271,5.8,28,170
115,19,Steelers,23.7,379,1023,5401,5.3,312,82,216,38.0,28,53,52.8,80,677,31:53,-4,2013,2014,23.7,1384,3.5,77,19.5,43,6.8,62,9.9,23.7,379,377,586,64.3,4017,6.9,10.7,28,14,207,43,undefined,90,23.7,379,394,1384,3.5,9,81,31:53,23.7,379,377,4017,6.9,28,207,23.1,370,1036,5395,5.2,303,91,230,39.6,31,55,56.4,92,800,29:07,4,23.1,1849,4.3,60,13.9,34,5.6,65,10.8,23.1,370,329,569,57.8,3546,6.2,10.8,21,10,174,34,205,81,23.1,370,433,1849,4.3,18,106,29:07,23.1,370,329,3546,6.2,21,174
116,20,Chiefs,26.9,430,1030,5395,5.2,323,74,213,34.7,33,57,57.9,101,774,31:06,18,2013,2014,26.9,2055,4.6,71,16.0,41,7.0,73,12.4,26.9,430,333,546,61.0,3340,6.1,10.0,24,8,179,41,undefined,87,26.9,430,443,2055,4.6,17,110,31:06,26.9,430,333,3340,6.1,24,179,19.1,305,1067,5885,5.5,303,78,229,34.1,19,37,51.4,112,852,30:38,-18,19.1,1923,4.5,69,16.1,47,7.4,73,11.4,19.1,305,334,592,56.4,3962,6.7,11.9,25,21,189,47,309,76,19.1,305,428,1923,4.5,9,88,30:38,19.1,305,334,3962,6.7,25,189
117,21,Titans,22.6,362,1032,5390,5.2,311,94,227,41.4,28,49,57.1,101,900,30:17,0,2013,2014,22.6,1894,4.1,76,16.5,37,6.5,78,13.7,22.6,362,328,533,61.5,3496,6.6,10.7,22,16,172,37,undefined,82,22.6,362,462,1894,4.1,16,103,30:17,22.6,362,328,3496,6.6,22,172,23.8,381,1027,5408,5.3,329,69,201,34.3,32,50,64.0,95,779,30:18,0,23.8,1796,4.0,68,15.2,36,6.2,69,11.9,23.8,381,344,545,63.1,3612,6.6,10.5,15,13,191,36,227,82,23.8,381,446,1796,4.0,21,108,30:18,23.8,381,344,3612,6.6,15,191
118,22,Raiders,20.1,322,1000,5340,5.3,275,78,223,35.0,25,42,59.5,116,912,30:54,-9,2013,2014,20.1,2000,4.6,70,16.0,44,7.8,62,11.0,20.1,322,298,519,57.4,3340,6.4,11.2,17,20,168,44,undefined,72,20.1,322,437,2000,4.6,16,90,30:54,20.1,322,298,3340,6.4,17,168,28.3,453,1029,5819,5.7,330,91,211,43.1,37,62,59.7,87,686,30:06,9,28.3,1727,3.9,84,19.0,38,6.5,71,12.1,28.3,453,374,549,68.1,4092,7.5,10.9,33,9,202,38,260,103,28.3,453,442,1727,3.9,15,100,30:06,28.3,453,374,4092,7.5,33,202
119,23,49ers,25.4,406,961,5180,5.4,286,77,211,36.5,31,55,56.4,103,845,31:34,12,2013,2014,25.4,2201,4.4,87,17.2,39,8.6,58,12.7,25.4,406,244,417,58.5,2979,7.1,12.2,21,8,148,39,undefined,89,25.4,406,505,2201,4.4,18,115,31:34,25.4,406,244,2979,7.1,21,148,17.0,272,1020,5071,5.0,284,76,223,34.1,22,41,53.7,96,878,29:26,-12,17.0,1535,3.9,72,18.1,38,6.1,79,12.7,17.0,272,345,585,59.0,3536,6.0,10.2,19,18,181,38,283,74,17.0,272,397,1535,3.9,11,77,29:26,17.0,272,345,3536,6.0,19,181
120,24,Jets,18.1,290,1020,5090,5.0,280,90,231,39.0,21,42,50.0,108,837,30:13,-14,2013,2014,18.1,2158,4.4,73,14.8,47,8.9,92,17.5,18.1,290,266,480,55.4,2932,6.1,11.0,13,22,154,47,undefined,64,18.1,290,493,2158,4.4,12,105,30:13,18.1,290,266,2932,6.1,13,154,24.2,387,1048,5359,5.1,293,85,231,36.8,22,49,44.9,92,833,30:24,14,24.2,1412,3.4,83,19.7,41,6.5,80,12.8,24.2,387,345,586,58.9,3947,6.7,11.4,26,13,198,41,242,85,24.2,387,421,1412,3.4,9,68,30:24,24.2,387,345,3947,6.7,26,198
121,25,Panthers,22.9,366,999,5069,5.1,319,91,208,43.8,29,50,58.0,80,671,32:54,11,2013,2014,22.9,2026,4.2,81,16.8,43,8.3,60,11.6,22.9,366,292,473,61.7,3043,6.4,10.4,24,13,169,43,undefined,86,22.9,366,483,2026,4.2,14,122,32:54,22.9,366,292,3043,6.4,24,169,15.1,241,975,4820,4.9,278,76,212,35.8,17,41,41.5,84,753,28:06,-11,15.1,1391,4.0,92,26.1,60,9.6,99,15.9,15.1,241,375,563,66.6,3429,6.1,9.1,17,20,178,60,424,78,15.1,241,352,1391,4.0,4,70,28:06,15.1,241,375,3429,6.1,17,178
122,26,Dolphins,19.8,317,1001,5007,5.0,278,76,217,35.0,26,46,56.5,70,598,29:42,-2,2013,2014,19.8,1440,4.1,96,27.5,58,8.9,93,14.3,19.8,317,357,594,60.1,3567,6.0,10.0,24,19,205,58,undefined,77,19.8,317,349,1440,4.1,8,61,29:42,19.8,317,357,3567,6.0,24,205,20.9,335,1106,5750,5.2,327,91,238,38.2,26,56,46.4,95,748,32:49,2,20.9,1998,4.1,68,14.0,42,6.8,84,13.5,20.9,335,344,580,59.3,3752,6.5,10.9,17,18,192,42,272,75,20.9,335,484,1998,4.1,14,114,32:49,20.9,335,344,3752,6.5,17,192
123,27,Giants,18.4,294,988,4920,5.0,280,69,211,32.7,17,36,47.2,91,786,29:16,-15,2013,2014,18.4,1332,3.5,87,22.8,40,6.6,80,13.2,18.4,294,325,567,57.3,3588,6.3,11.0,18,29,176,40,undefined,65,18.4,294,381,1332,3.5,11,77,29:16,18.4,294,325,3588,6.3,18,176,23.9,383,1089,5318,4.9,327,93,232,40.1,25,46,54.3,105,904,31:12,15,23.9,1745,3.8,73,16.1,34,5.4,83,13.1,23.9,383,361,601,60.1,3573,5.9,9.9,21,17,198,34,214,77,23.9,383,454,1745,3.8,12,101,31:12,23.9,383,361,3573,5.9,21,198
124,28,Ravens,20.0,320,1090,4918,4.5,295,92,253,36.4,24,52,46.2,112,942,30:21,-5,2013,2014,20.0,1328,3.1,91,21.5,48,7.2,87,13.0,20.0,320,363,619,58.6,3590,5.8,9.9,19,23,189,48,undefined,70,20.0,320,423,1328,3.1,7,68,30:21,20.0,320,363,3590,5.8,19,189,22.0,352,1032,5368,5.2,284,78,233,33.5,20,41,48.8,126,1196,31:39,5,22.0,1687,3.8,76,17.3,40,6.8,80,13.5,22.0,352,314,552,56.9,3681,6.7,11.7,25,16,176,40,257,80,22.0,352,440,1687,3.8,7,79,31:39,22.0,352,314,3681,6.7,25,176
125,29,Rams,21.8,348,968,4877,5.0,282,73,212,34.4,25,49,51.0,123,1009,29:05,8,2013,2014,21.8,1752,4.1,76,17.8,36,6.6,70,12.9,21.8,348,301,506,59.5,3125,6.2,10.4,22,11,165,36,undefined,83,21.8,348,426,1752,4.1,10,82,29:05,21.8,348,301,3125,6.2,22,165,22.8,364,1014,5520,5.4,337,78,201,38.8,31,61,50.8,105,978,31:55,-8,22.8,1646,3.7,100,22.7,53,9.2,90,15.7,22.8,364,355,521,68.1,3874,7.4,10.9,21,14,203,53,326,92,22.8,364,440,1646,3.7,18,87,31:55,22.8,364,355,3874,7.4,21,203
126,30,Jaguars,15.4,247,1020,4701,4.6,271,70,225,31.1,18,41,43.9,96,797,27:22,-6,2013,2014,15.4,1260,3.3,94,24.9,50,7.8,100,15.6,15.4,247,349,592,59.0,3441,5.8,9.9,16,21,176,50,undefined,70,15.4,247,378,1260,3.3,7,71,27:22,15.4,247,349,3441,5.8,16,176,28.1,449,1090,6069,5.6,353,96,226,42.5,39,65,60.0,87,729,33:38,6,28.1,2107,4.1,58,11.4,31,5.3,71,12.2,28.1,449,354,551,64.2,3962,7.2,11.2,29,11,200,31,225,95,28.1,449,508,2107,4.1,20,121,33:38,28.1,449,354,3962,7.2,29,200
127,31,Buccaneers,18.0,288,981,4432,4.5,269,69,221,31.2,19,37,51.4,121,1136,30:36,10,2013,2014,18.0,1612,3.8,83,19.8,47,8.4,75,13.4,18.0,288,291,514,56.6,2820,5.5,9.7,22,12,157,47,undefined,77,18.0,288,420,1612,3.8,6,75,30:36,18.0,288,291,2820,5.5,22,157,24.3,389,1020,5568,5.5,324,80,204,39.2,28,56,50.0,105,1012,31:49,-10,24.3,1762,4.0,87,19.9,35,6.0,82,14.1,24.3,389,352,547,64.4,3806,7.0,10.8,30,21,190,35,255,87,24.3,389,438,1762,4.0,10,95,31:49,24.3,389,352,3806,7.0,30,190
128,0,Saints,25.1,401,1095,6582,6.0,395,98,203,48.3,39,65,60.0,80,670,31:35,-13,2014,2015,25.1,1818,4.5,62,15.3,30,4.4,76,11.0,25.1,401,456,659,69.2,4764,7.2,10.4,33,17,258,30,undefined,96,25.1,401,406,1818,4.5,16,101,31:35,25.1,401,456,4764,7.2,33,258,26.5,424,1023,6144,6.0,345,99,215,46.0,32,51,62.7,105,889,30:29,13,26.5,2125,4.8,64,14.4,34,5.9,62,10.7,26.5,424,341,546,62.5,4019,7.4,11.8,26,12,205,34,188,92,26.5,424,443,2125,4.8,17,111,30:29,26.5,424,341,4019,7.4,26,205
129,1,Steelers,27.2,436,1068,6564,6.1,379,93,208,44.7,29,55,52.7,103,834,32:24,0,2014,2015,27.2,1752,4.2,65,15.4,34,5.3,65,10.1,27.2,436,411,612,67.2,4812,7.9,11.7,33,10,243,34,undefined,102,27.2,436,422,1752,4.2,10,98,32:24,27.2,436,411,4812,7.9,33,243,23.0,368,945,5654,6.0,314,71,189,37.6,27,50,54.0,97,835,28:36,0,23.0,1597,4.3,61,16.6,33,5.7,79,13.7,23.0,368,351,544,64.5,4057,7.5,11.6,30,11,193,33,194,97,23.0,368,368,1597,4.3,9,88,28:36,23.0,368,351,4057,7.5,30,193
130,2,Colts,28.6,458,1105,6496,5.9,370,89,217,41.0,33,60,55.0,105,848,32:54,-5,2014,2015,28.6,1602,3.9,69,16.6,29,4.2,93,13.5,28.6,458,410,661,62.0,4894,7.4,11.9,42,16,251,29,undefined,96,28.6,458,415,1602,3.9,9,80,32:54,28.6,458,410,4894,7.4,42,251,23.1,369,1008,5483,5.4,309,67,201,33.3,33,50,66.0,101,866,28:06,5,23.1,1814,4.3,74,17.5,41,7.0,83,14.2,23.1,369,320,543,58.9,3669,6.8,11.5,27,12,175,41,263,87,23.1,369,424,1814,4.3,14,103,28:06,23.1,369,320,3669,6.8,27,175
131,3,Broncos,30.1,482,1067,6446,6.0,360,94,213,44.1,39,62,62.9,120,1045,31:46,5,2014,2015,30.1,1785,4.0,54,12.2,17,2.7,41,6.6,30.1,482,399,607,65.7,4661,7.7,11.7,40,15,227,17,undefined,101,30.1,482,443,1785,4.0,15,98,31:46,30.1,482,399,4661,7.7,40,227,22.1,354,1032,4883,4.7,311,81,222,36.5,30,52,57.7,103,816,30:36,-5,22.1,1276,3.7,88,25.2,41,6.0,91,13.3,22.1,354,399,642,62.1,3607,5.6,9.0,29,18,219,41,252,81,22.1,354,349,1276,3.7,9,60,30:36,22.1,354,399,3607,5.6,29,219
132,4,Eagles,29.6,474,1131,6348,5.6,356,103,237,43.5,29,59,49.2,115,995,27:40,-8,2014,2015,29.6,1992,4.2,83,17.4,32,4.9,59,9.0,29.6,474,385,622,61.9,4356,7.0,11.3,27,21,218,32,undefined,83,29.6,474,477,1992,4.2,16,109,27:40,29.6,474,385,4356,7.0,27,218,25.0,400,1114,6009,5.4,338,88,232,37.9,25,43,58.1,121,1089,33:20,8,25.0,1771,3.7,95,20.0,49,7.7,70,10.9,25.0,400,345,591,58.4,4238,7.2,12.3,30,12,211,49,357,89,25.0,400,474,1771,3.7,14,88,33:20,25.0,400,345,4238,7.2,30,211
133,5,Packers,30.4,486,1001,6178,6.2,356,93,197,47.2,37,64,57.8,92,776,31:32,14,2014,2015,30.4,1917,4.4,65,14.9,30,5.3,56,9.9,30.4,486,349,536,65.1,4261,7.9,12.2,38,6,222,30,undefined,108,30.4,486,435,1917,4.4,14,104,31:32,30.4,486,349,4261,7.9,38,222,21.8,348,1054,5541,5.3,339,83,206,40.3,27,48,56.2,104,945,29:28,-14,21.8,1918,4.3,71,15.8,41,6.8,92,15.2,21.8,348,333,564,59.0,3623,6.4,10.9,26,18,196,41,261,80,21.8,348,449,1918,4.3,11,116,29:28,21.8,348,333,3623,6.4,26,196
134,6,Cowboys,29.2,467,1015,6138,6.0,342,95,201,47.3,33,51,64.7,105,839,33:51,6,2014,2015,29.2,2354,4.6,81,15.9,30,5.9,52,10.3,29.2,467,328,476,68.9,3784,7.9,11.5,37,11,205,30,undefined,109,29.2,467,509,2354,4.6,16,106,33:51,29.2,467,328,3784,7.9,37,205,22.0,352,978,5678,5.8,315,89,204,43.6,30,49,61.2,104,863,28:02,-6,22.0,1647,4.2,65,16.6,28,4.8,78,13.3,22.0,352,371,558,66.5,4031,7.2,10.9,22,18,195,28,156,87,22.0,352,392,1647,4.2,18,86,28:02,22.0,352,371,4031,7.2,22,195
135,7,Falcons,23.8,381,1035,6051,5.8,330,93,210,44.3,27,44,61.4,97,840,29:28,5,2014,2015,23.8,1498,4.0,63,16.9,31,4.7,88,13.3,23.8,381,418,632,66.1,4553,7.2,10.9,28,15,233,31,undefined,92,23.8,381,372,1498,4.0,11,75,29:28,23.8,381,418,4553,7.2,28,233,26.1,417,1038,6372,6.1,358,95,203,46.8,33,58,56.9,91,744,31:39,-5,26.1,1894,4.2,56,12.4,22,3.7,65,11.1,26.1,417,359,566,63.4,4478,7.9,12.5,20,16,224,22,140,88,26.1,417,450,1894,4.2,21,108,31:39,26.1,417,359,4478,7.9,20,224
136,8,Seahawks,24.6,394,1021,6012,5.9,328,90,212,42.5,31,60,51.7,130,1009,32:22,10,2014,2015,24.6,2762,5.3,79,15.0,42,8.5,86,17.3,24.6,394,287,454,63.2,3250,7.2,11.3,20,7,160,42,undefined,93,24.6,394,525,2762,5.3,20,144,32:22,24.6,394,287,3250,7.2,20,160,15.9,254,925,4274,4.6,277,75,202,37.1,22,37,59.5,70,613,28:59,-10,15.9,1304,3.4,83,21.8,37,6.8,83,15.3,15.9,254,313,507,61.7,2970,5.9,9.5,17,13,175,37,234,78,15.9,254,381,1304,3.4,8,70,28:59,15.9,254,313,2970,5.9,17,175
137,9,Giants,23.8,380,1086,5875,5.4,336,101,235,43.0,36,61,59.0,101,896,31:44,-2,2014,2015,23.8,1603,3.6,68,15.1,30,4.7,68,10.7,23.8,380,383,607,63.1,4272,7.0,11.2,30,14,218,30,undefined,91,23.8,380,449,1603,3.6,13,83,31:44,23.8,380,383,4272,7.0,30,218,25.0,400,1007,6012,6.0,326,72,200,36.0,25,51,49.0,105,948,29:16,2,25.0,2162,4.9,78,17.8,47,8.3,92,16.2,25.0,400,324,522,62.1,3850,7.4,11.9,25,17,187,47,313,87,25.0,400,438,2162,4.9,15,112,29:16,25.0,400,324,3850,7.4,25,187
138,10,Patriots,29.2,468,1074,5848,5.4,361,98,221,44.3,39,67,58.2,120,1080,30:37,12,2014,2015,29.2,1727,3.9,56,12.8,26,4.1,83,13.1,29.2,468,393,610,64.4,4121,6.8,10.5,34,9,228,26,undefined,96,29.2,468,438,1727,3.9,13,96,30:37,29.2,468,393,4121,6.8,34,228,19.6,313,1033,5506,5.3,329,84,209,40.2,22,46,47.8,92,752,30:23,-12,19.6,1669,4.0,70,16.7,40,6.5,77,12.5,19.6,313,342,574,59.6,3837,6.7,11.2,24,16,196,40,282,82,19.6,313,419,1669,4.0,6,88,30:23,19.6,313,342,3837,6.7,24,196
139,11,Ravens,25.6,409,1022,5835,5.7,345,84,205,41.0,33,63,52.4,111,870,30:40,2,2014,2015,25.6,2016,4.5,69,15.4,19,3.3,56,9.8,25.6,409,344,555,62.0,3819,6.9,11.1,27,12,194,19,undefined,90,25.6,409,448,2016,4.5,16,113,30:40,25.6,409,344,3819,6.9,27,194,18.9,302,1034,5381,5.2,311,89,221,40.3,23,54,42.6,110,1007,30:20,-2,18.9,1408,3.6,74,19.0,50,7.8,110,17.1,18.9,302,382,595,64.2,3973,6.7,10.4,22,11,205,50,368,88,18.9,302,389,1408,3.6,8,75,30:20,18.9,302,382,3973,6.7,22,205
140,12,Redskins,18.8,301,1006,5738,5.7,318,62,197,31.5,23,48,47.9,120,1129,31:47,-12,2014,2015,18.8,1691,4.2,87,21.7,58,9.6,107,17.7,18.8,301,364,547,66.5,4047,7.4,11.1,18,18,186,58,undefined,86,18.8,301,401,1691,4.2,15,88,31:47,18.8,301,364,4047,7.4,18,186,27.4,438,978,5707,5.8,307,89,207,43.0,25,48,52.1,144,1164,30:39,12,27.4,1722,4.1,72,17.1,37,6.6,76,13.6,27.4,438,346,520,66.5,3985,7.7,11.5,35,7,195,37,246,106,27.4,438,421,1722,4.1,11,77,30:39,27.4,438,346,3985,7.7,35,195
141,13,Dolphins,24.2,388,1040,5601,5.4,361,80,200,40.0,35,68,51.5,81,635,30:08,2,2014,2015,24.2,1872,4.7,86,21.6,46,7.2,102,15.9,24.2,388,394,595,66.2,3729,6.3,9.5,27,12,226,46,undefined,90,24.2,388,399,1872,4.7,12,99,30:08,24.2,388,394,3729,6.3,27,226,23.3,373,1029,5494,5.3,309,98,223,43.9,29,55,52.7,105,920,30:52,-2,23.3,1937,4.3,77,17.0,39,6.8,67,11.6,23.3,373,338,537,62.9,3557,6.6,10.5,27,14,194,39,211,88,23.3,373,453,1937,4.3,13,99,30:52,23.3,373,338,3557,6.6,27,194
142,14,Bengals,22.8,365,1019,5568,5.5,313,84,211,39.8,28,49,57.1,102,812,31:32,0,2014,2015,22.8,2147,4.4,54,11.0,23,4.4,48,9.1,22.8,365,323,504,64.1,3421,6.8,10.6,20,17,164,23,undefined,83,22.8,365,492,2147,4.4,19,122,31:32,22.8,365,323,3421,6.8,20,164,21.5,344,1067,5746,5.4,337,79,215,36.7,27,55,49.1,105,876,30:25,0,21.5,1858,4.2,61,13.9,20,3.2,71,11.3,21.5,344,365,608,60.0,3888,6.4,10.7,18,20,197,20,125,75,21.5,344,439,1858,4.2,16,105,30:25,21.5,344,365,3888,6.4,18,197
143,15,Panthers,21.2,339,1062,5546,5.2,347,93,222,41.9,22,47,46.8,83,756,32:16,3,2014,2015,21.2,2035,4.3,80,16.8,42,7.2,68,11.6,21.2,339,327,545,60.0,3511,6.4,10.7,23,12,199,42,undefined,84,21.2,339,475,2035,4.3,10,117,32:16,21.2,339,327,3511,6.4,23,199,23.4,374,999,5437,5.4,309,89,210,42.4,29,46,63.0,97,761,29:40,-3,23.4,1792,4.5,66,16.6,40,6.6,73,12.1,23.4,374,364,562,64.8,3645,6.5,10.0,25,14,193,40,268,88,23.4,374,397,1792,4.5,14,91,29:40,23.4,374,364,3645,6.5,25,193
144,16,Texans,23.2,372,1062,5508,5.2,313,91,235,38.7,26,48,54.2,94,834,31:07,12,2014,2015,23.2,2161,3.9,75,13.6,26,5.1,80,15.7,23.2,372,295,485,60.8,3347,6.9,11.3,22,13,171,26,undefined,85,23.2,372,551,2161,3.9,12,108,31:07,23.2,372,295,3347,6.9,22,171,19.2,307,1077,5571,5.2,329,74,218,33.9,22,46,47.8,99,785,29:21,-12,19.2,1674,4.0,79,18.8,37,5.6,113,17.2,19.2,307,363,619,58.6,3897,6.3,10.7,28,20,206,37,244,79,19.2,307,421,1674,4.0,6,89,29:21,19.2,307,363,3897,6.3,28,206
145,17,Chargers,21.8,348,1009,5468,5.4,326,97,215,45.1,26,48,54.2,111,967,31:58,-5,2014,2015,21.8,1369,3.4,89,22.3,36,5.9,74,12.1,21.8,348,380,574,66.2,4099,7.1,10.8,31,18,214,36,undefined,92,21.8,348,399,1369,3.4,6,75,31:58,21.8,348,380,4099,7.1,31,214,21.8,348,988,5412,5.5,307,89,207,43.0,27,52,51.9,129,1058,29:20,5,21.8,1986,4.5,72,16.4,26,4.7,47,8.5,21.8,348,320,524,61.1,3426,6.5,10.7,24,7,168,26,178,90,21.8,348,438,1986,4.5,11,98,29:20,21.8,348,320,3426,6.5,24,168
146,18,Lions,20.1,321,1045,5442,5.2,310,86,223,38.6,25,47,53.2,118,989,32:41,7,2014,2015,20.1,1422,3.6,81,20.5,45,6.9,88,13.6,20.1,321,365,604,60.4,4020,6.7,11.0,22,12,210,45,undefined,84,20.1,321,396,1422,3.6,11,72,32:41,20.1,321,365,4020,6.7,22,210,17.6,282,984,4815,4.9,310,77,207,37.2,26,49,53.1,99,849,28:19,-7,17.6,1109,3.2,104,29.7,42,6.6,109,17.2,17.6,282,383,592,64.7,3706,6.3,9.7,23,20,209,42,295,81,17.6,282,350,1109,3.2,8,59,28:19,17.6,282,383,3706,6.3,23,209
